CAD_U|CALPF|AA07|AIQ|20151017192935|SMAAB|||//10/18/2015 1:00:02 AM
CAD_U|CACDF|AA340|AIQ|20151017132045|R-8A|||//10/18/2015 1:00:03 AM
CAD_U|CACDF|AA460|AIQ|20150922102741|HAAB|||//10/18/2015 1:00:05 AM
CAD_U|CASLC|AIRPMGR|AIQ|20151015205200|A-22B|||//10/18/2015 1:00:06 AM
CAD_U|CASLU|AMB-X1|AIQ|20151009150536|A-36J|||//10/18/2015 1:00:07 AM
CAD_U|CASLU|AMB-X2|AIQ|20151002114547|A-36J|||//10/18/2015 1:00:08 AM
CAD_U|CASBY|B15|AIQ|20150926194232|B-15A|||//10/18/2015 1:00:09 AM
CAD_U|CASLC|B21|AIQ|20150524173131|A-22A|||//10/18/2015 1:00:10 AM
CAD_U|CASLC|B33|AIQ|20150802105446|NACI1A||OUT|//10/18/2015 1:00:11 AM
CAD_U|CASLC|B34|AIQ|20150918232631|NACI4A|||//10/18/2015 1:00:12 AM
CAD_U|CASLU|B3414|AIQ|20151017183910|TAYLOR|||//10/18/2015 1:00:13 AM
CAD_U|CASLU|B3416|AIQ|20151017171113|LEE|||//10/18/2015 1:00:14 AM
CAD_U|CAMBHP|B381|AIQ|20150926155349|B-11D|||//10/18/2015 1:00:15 AM
CAD_U|CAMBHP|B3864|AIQ|20150912125409|B-11D|||//10/18/2015 1:00:17 AM
CAD_U|CACMB|B57|AIQ|20150926195221|G-16B|||//10/18/2015 1:00:18 AM
CAD_U|CASLC|B62|AIQ|20151015181330|A-24C|||//10/18/2015 1:00:19 AM
CAD_U|CAPSM|B64|AIQ|20151015181228|A-32M|||//10/18/2015 1:00:20 AM
CAD_U|CALPF|BLPF|AIQ|20151006110801|166-K|||//10/18/2015 1:00:21 AM
CAD_U|CASLC|BS62|AIQ|20151013123228|A-24C||OUT|//10/18/2015 1:00:23 AM
CAD_U|CATEM|BS7145|AIQ|20151016171510|T-5B|||//10/18/2015 1:00:24 AM
CAD_U|CASBC|BSBC|AIQ|20150811085418|SBC-24|||//10/18/2015 1:00:25 AM
CAD_U|CASLO|BSLO|AIQ|20151015190835|A-16D|||//10/18/2015 1:00:26 AM
CAD_U|CASBC|C308|AIQ|20150926092150|SYHB|||//10/18/2015 1:00:27 AM
CAD_U|CAMBHP|C3800|AIQ|20150926155349|B-11D|||//10/18/2015 1:00:28 AM
CAD_U|CACDF|C403|AOR|20150920131605|FAAB|||//10/18/2015 1:00:29 AM
CAD_U|CACDF|C406|AIQ|20150828152946|BVHB|||//10/18/2015 1:00:30 AM
CAD_U|CALPF|C527|AIQ|20151012155345|E-3A|||//10/18/2015 1:00:31 AM
CAD_U|CALPF|C528|AIQ|20150927080506|SYHB|||//10/18/2015 1:00:33 AM
CAD_U|CALPF|C530|AIQ|20150920142549|CHCPTE|||//10/18/2015 1:00:34 AM
CAD_U|CAMRB|C5300|AIQ|20151015084232|B-11C|||//10/18/2015 1:00:35 AM
CAD_U|CACHP|C70|AIQ|20151015181228|R-8C|||//10/18/2015 1:00:36 AM
CAD_U|CABOB|C8900|AIQ|20150921153213|CR-18A|||//10/18/2015 1:00:37 AM
CAD_U|CATEM|CHAPLAIN|AIQ|20150826153657|T-5B|||//10/18/2015 1:00:38 AM
CAD_U|CAHCF|CHCF|AIQ|20110602174957|G-10A|||//10/18/2015 1:00:39 AM
CAD_U|CACMB|CMBPAGE|AIQ|20151015221519|G-16B|||//10/18/2015 1:00:40 AM
CAD_U|CASBY|CO15|AIQ|20151017093422|B-15A|||//10/18/2015 1:00:41 AM
CAD_U|CAMBHP|CO38|AIQ|20150926155036|B-11D|||//10/18/2015 1:00:42 AM
CAD_U|CASLC|COAST|AIQ|20151015180345|B-11B|||//10/18/2015 1:00:43 AM
CAD_U|CASLU|COM34|AIQ|20151001215939|A-36C||OUT|//10/18/2015 1:00:44 AM
CAD_U|CASLU|COVER|AIQ|20150918165852|A-36A|||//10/18/2015 1:00:45 AM
CAD_U|CASBY|COVER15|AIQ|20151015143335|B-15A|||//10/18/2015 1:00:47 AM
CAD_U|CASLC|COVER22|AIQ|20151017162846|N-3A|||//10/18/2015 1:00:48 AM
CAD_U|CAMRB|COVER53|AIQ|20150929183912|B-11C|||//10/18/2015 1:00:49 AM
CAD_U|CACMB|COVER57|AIQ|20151005105931|G-16B|||//10/18/2015 1:00:50 AM
CAD_U|CASLU|COVEROAK|AIQ|20151006092916|A-32K|||//10/18/2015 1:00:51 AM
CAD_U|CASLC|CR21|AIQ|20151015211830|A-22A|||//10/18/2015 1:00:52 AM
CAD_U|CASLC|CR221|AIQ|20151013092031|A-22A||OUT|//10/18/2015 1:00:53 AM
CAD_U|CASMF|CSMF|AIQ|20131221085236|R-4A|||//10/18/2015 1:00:54 AM
CAD_U|CASLU|D3402|AIQ|20151013110214|A-36H|||//10/18/2015 1:00:56 AM
CAD_U|CASLU|D3440|AIQ|20151017202741|A-36J|||//10/18/2015 1:00:57 AM
CAD_U|CASLU|D3441|AIQ|20151014124724|K-11C|||//10/18/2015 1:00:58 AM
CAD_U|CASLU|D3442|AIQ|20151014194419|R-8B|||//10/18/2015 1:00:59 AM
CAD_U|CAFKU|D4340|AIQ|20150918184258|FKU-1A|||//10/18/2015 1:01:00 AM
CAD_U|CAFKU|D4341|AIQ|20151012153205|FKU-1A|||//10/18/2015 1:01:01 AM
CAD_U|CABEU|D4643|AIQ|20150927162036|BEU-30|||//10/18/2015 1:01:02 AM
CAD_U|CABEU|D4645|AIQ|20150715155347|BEU-30|||//10/18/2015 1:01:03 AM
CAD_U|CACMC|DCON1|AIQ|20150911193134|A-5B|||//10/18/2015 1:01:05 AM
CAD_U|CALPF|DLPF|AIQ|20140506180625|166-K|||//10/18/2015 1:01:06 AM
CAD_U|CASLU|DT3440|AIQ|20150926091534|A-36J|||//10/18/2015 1:01:07 AM
CAD_U|CASLU|DT3441|AIQ|20151014124724|K-11C|||//10/18/2015 1:01:08 AM
CAD_U|CASLU|DT3442|AIQ|20150922175706|R-8B|||//10/18/2015 1:01:09 AM
CAD_U|CASLU|DUTY|AIQ|20151015180345|A-36A|||//10/18/2015 1:01:10 AM
CAD_U|CASLU|DUTYFC|AIQ|20151016175604|A-36C|||//10/18/2015 1:01:11 AM
CAD_U|CASLC|E10|AIQ|20151017185401|G-16A|||//10/18/2015 1:01:12 AM
CAD_U|CASLC|E12|AIQ|20151016184041|A-36B|||//10/18/2015 1:01:13 AM
CAD_U|CASLC|E14|AIQ|20151017094554|B-10A|||//10/18/2015 1:01:14 AM
CAD_U|CASLC|E21|AIQ|20151017195401|A-22A|||//10/18/2015 1:01:16 AM
CAD_U|CASBY|E215|AIQ|20151017122218|B-15A|||//10/18/2015 1:01:17 AM
CAD_U|CASLC|E262|AIQ|20151009085011|A-24C||OUT|//10/18/2015 1:01:18 AM
CAD_U|CASLC|E33|AIQ|20151017095124|H-6A|||//10/18/2015 1:01:19 AM
CAD_U|CASLC|E34|AIQ|20150923050645|O-3A||OUT|//10/18/2015 1:01:20 AM
CAD_U|CASLU|E3460|AIQ|20151017155439|L-3A|||//10/18/2015 1:01:21 AM
