CAD_U|CASLU|A3409|AIQ|20150126062100|A-36G|||//1/28/2015 1:00:02 AM
CAD_U|CASLC|AIRPMGR|AIQ|20150103155209|A-22B|||//1/28/2015 1:00:03 AM
CAD_U|CASLU|AMB-X1|AIQ|20150124162432|A-36J|||//1/28/2015 1:00:04 AM
CAD_U|CASLU|AMB-X2|AIQ|20150107092124|A-36J|||//1/28/2015 1:00:06 AM
CAD_U|CASBY|B15|AIQ|20150120153143|B-15A|||//1/28/2015 1:00:07 AM
CAD_U|CASLC|B21|AIQ|20140816183405|A-22A|||//1/28/2015 1:00:08 AM
CAD_U|CASLC|B33|AIQ|20141206215749|NACI1A||OUT|//1/28/2015 1:00:09 AM
CAD_U|CASLU|B3419|AOR|20150127192210|SHALHO|||//1/28/2015 1:00:10 AM
CAD_U|CASLU|B3422|AIQ|20150127181732|DONNEL|||//1/28/2015 1:00:11 AM
CAD_U|CAMBHP|B381|AIQ|20150124162532|B-11D|||//1/28/2015 1:00:12 AM
CAD_U|CAMBHP|B3864|AIQ|20150124165255|B-11D|||//1/28/2015 1:00:13 AM
CAD_U|CACMB|B57|AIQ|20141002105132|G-16B|||//1/28/2015 1:00:14 AM
CAD_U|CASLC|B62|AIQ|20150101143229|A-24C|||//1/28/2015 1:00:15 AM
CAD_U|CAPSM|B64|AIQ|20141031180114|A-32M|||//1/28/2015 1:00:16 AM
CAD_U|CALPF|BLPF|AIQ|20140809131536|166-K|||//1/28/2015 1:00:17 AM
CAD_U|CABOB|BOBPAGE|AIQ|20150124080224|CR-18A|||//1/28/2015 1:00:19 AM
CAD_U|CAPRF|BPRF|AIQ|20150114092321|R-14B|||//1/28/2015 1:00:20 AM
CAD_U|CASLC|BS62|AIQ|20150124151152|A-24C|||//1/28/2015 1:00:21 AM
CAD_U|CATEM|BS7145|AIQ|20150116175358|T-5B|||//1/28/2015 1:00:22 AM
CAD_U|CASBC|BSBC|AIQ|20150114140551|SBC-24|||//1/28/2015 1:00:23 AM
CAD_U|CASLO|BSLO|AIQ|20141204101833|A-16D|||//1/28/2015 1:00:24 AM
CAD_U|CASBC|C308|AIQ|20121112134807|SYHB|||//1/28/2015 1:00:25 AM
CAD_U|CASBC|C309|AIQ|20120510195034|SYHB|||//1/28/2015 1:00:26 AM
CAD_U|CASLU|C3400|AIQ|20150126062100|A-36E|||//1/28/2015 1:00:27 AM
CAD_U|CASLU|C3401|AIQ|20150126062116|A-36H|||//1/28/2015 1:00:28 AM
CAD_U|CAMBHP|C3800|AIQ|20150124162532|B-11D|||//1/28/2015 1:00:29 AM
CAD_U|CACHP|C70|AIQ|20150123173127|R-8C|||//1/28/2015 1:00:30 AM
CAD_U|CASLU|CAM21|AIQ|20150127071423|VNT|||//1/28/2015 1:00:32 AM
CAD_U|CASLU|CAM22|AIQ|20150127071425|VNT|||//1/28/2015 1:00:33 AM
CAD_U|CACAY|CCAY|AIQ|20141231120225|B-7B|||//1/28/2015 1:00:34 AM
CAD_U|CACMB|CCMB|AIQ|20150123165540|G-16B|||//1/28/2015 1:00:35 AM
CAD_U|CATEM|CHAPLAIN|AIQ|20150116193800|T-5B|||//1/28/2015 1:00:36 AM
CAD_U|CAHCF|CHCF|AIQ|20110602174957|G-10A|||//1/28/2015 1:00:37 AM
CAD_U|CACMB|CMBRES|AIQ|20150127160843|G-16B|||//1/28/2015 1:00:38 AM
CAD_U|CASBY|CO15|AIQ|20150119181041|B-15A|||//1/28/2015 1:00:39 AM
CAD_U|CAMBHP|CO38|AIQ|20150124215710|B-11D|||//1/28/2015 1:00:40 AM
CAD_U|CAMRB|CO53|AIQ|20150124162532|B-11C|||//1/28/2015 1:00:41 AM
CAD_U|CASLC|COAST|AIQ|20150124162140|B-11B|||//1/28/2015 1:00:42 AM
CAD_U|CASLU|COM34|AIQ|20141112055150|A-36C|||//1/28/2015 1:00:43 AM
CAD_U|CASLU|COVER|AIQ|20140414162230|A-36A|||//1/28/2015 1:00:44 AM
CAD_U|CASLU|COVER11|AIQ|20141207110723|B-7A|||//1/28/2015 1:00:45 AM
CAD_U|CASBY|COVER15|AIQ|20150119180551|B-15A|||//1/28/2015 1:00:47 AM
CAD_U|CASLC|COVER21|AIQ|20150118165354|A-22A|||//1/28/2015 1:00:48 AM
