CAD_E|CASLC14015110|CASLU2014010701|EMS2CDF/|20141125234328|MEDC2|MED, CODE 2|-120.474083|35.045779|201 E BRANCH ST ||100 BLK N BEECHNUT ST| DEAD-END|633_B_5/633_B_5||||ME20|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//11/26/2014 12:01:33 AM
CAD_U|CASLC|ME20|RTQ|20141126000133|E-19B|14015110|MEDC2|CASLU2014010701//11/26/2014 12:01:33 AM
CAD_E|CASLC14015110|CASLU2014010701|EMS2CDF/|20141125234328|MEDC2|MED, CODE 2|-120.474083|35.045779|201 E BRANCH ST ||100 BLK N BEECHNUT ST| DEAD-END|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//11/26/2014 12:06:33 AM
CAD_E|CASLC14015110|CASLU2014010701|EMS2CDF/|20141125234328|MEDC2|MED, CODE 2|-120.474083|35.045779|201 E BRANCH ST ||100 BLK N BEECHNUT ST| DEAD-END|633_B_5/633_B_5|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//11/26/2014 12:06:33 AM
CAD_U|CASLC|ME20|AIQ|20141126000633|E-19B|||//11/26/2014 12:06:33 AM
CAD_E|CASLC14015110//11/26/2014 12:12:51 AM
CAD_E|CASLC14015110//11/26/2014 12:13:06 AM
CAD_U|CACDF|AA460|AIQ|20141013204200|HAAB|||//11/26/2014 12:46:34 AM
CAD_U|CACDF|AA460|AIQ|20141013204200|HAAB|||//11/26/2014 12:46:34 AM
CAD_U|CACDF|AA460|AIQ|20141013204200|HAAB|||//11/26/2014 12:46:34 AM
CAD_U|CACDF|C406|AIQ|20140909103007|BVHB|||//11/26/2014 12:46:35 AM
CAD_U|CACDF|C406|AIQ|20140909103007|BVHB|||//11/26/2014 12:46:35 AM
CAD_U|CACDF|C406|AIQ|20140909103007|BVHB|||//11/26/2014 12:46:35 AM
CAD_U|CABEU|D4641|AIQ|20140713152556|BEU-30|||//11/26/2014 12:46:36 AM
CAD_U|CABEU|D4641|AIQ|20140713152556|BEU-30|||//11/26/2014 12:46:36 AM
CAD_U|CABEU|D4641|AIQ|20140713152556|BEU-30|||//11/26/2014 12:46:36 AM
CAD_U|CABEU|D4643|AIQ|20140530074336|BEU-30|||//11/26/2014 12:46:38 AM
CAD_U|CABEU|D4643|AIQ|20140530074336|BEU-30|||//11/26/2014 12:46:38 AM
CAD_U|CABEU|D4643|AIQ|20140530074336|BEU-30|||//11/26/2014 12:46:38 AM
CAD_U|CABEU|E4661|AIQ|20140605061926|BEU-30|||//11/26/2014 12:46:39 AM
CAD_U|CABEU|E4661|AIQ|20140605061926|BEU-30|||//11/26/2014 12:46:39 AM
CAD_U|CABEU|E4661|AIQ|20140605061926|BEU-30|||//11/26/2014 12:46:39 AM
CAD_U|CABEU|E4663|AIQ|20140729113127|BEU-30|||//11/26/2014 12:46:40 AM
CAD_U|CABEU|E4663|AIQ|20140729113127|BEU-30|||//11/26/2014 12:46:40 AM
CAD_U|CABEU|E4663|AIQ|20140729113127|BEU-30|||//11/26/2014 12:46:40 AM
CAD_U|CABEU|E4664|AIQ|20140821122430|BEU-31|||//11/26/2014 12:46:41 AM
CAD_U|CABEU|E4664|AIQ|20140821122430|BEU-31|||//11/26/2014 12:46:41 AM
CAD_U|CABEU|E4665|AIQ|20140617181113|BEU-30|||//11/26/2014 12:46:42 AM
CAD_U|CABEU|E4665|AIQ|20140617181113|BEU-30|||//11/26/2014 12:46:42 AM
CAD_U|CABEU|E4665|AIQ|20140617181113|BEU-30|||//11/26/2014 12:46:42 AM
CAD_U|CABEU|E4666|AIQ|20141005194956|BEU-30|||//11/26/2014 12:46:43 AM
CAD_U|CABEU|E4666|AIQ|20141005194956|BEU-30|||//11/26/2014 12:46:43 AM
CAD_U|CABEU|E4666|AIQ|20141005194956|BEU-30|||//11/26/2014 12:46:43 AM
CAD_U|CABEU|E4669|AIQ|20140823154445|BEU-30|||//11/26/2014 12:46:44 AM
CAD_U|CABEU|E4669|AIQ|20140823154445|BEU-30|||//11/26/2014 12:46:44 AM
CAD_U|CABEU|E4669|AIQ|20140823154445|BEU-30|||//11/26/2014 12:46:45 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//11/26/2014 12:46:46 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//11/26/2014 12:46:46 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//11/26/2014 12:46:46 AM
CAD_U|CAFKU|D4340|AIQ|20140922080854|FKU-1A|||//11/26/2014 12:46:47 AM
CAD_U|CAFKU|D4340|AIQ|20140922080854|FKU-1A|||//11/26/2014 12:46:47 AM
CAD_U|CAFKU|D4340|AIQ|20140922080854|FKU-1A|||//11/26/2014 12:46:47 AM
CAD_U|CABEU|E4674|AIQ|20140912133934|BEU-35|||//11/26/2014 12:46:48 AM
CAD_U|CABEU|E4674|AIQ|20140912133934|BEU-35|||//11/26/2014 12:46:48 AM
CAD_U|CABEU|E4675|AIQ|20140725092906|BEU-30|||//11/26/2014 12:46:49 AM
CAD_U|CABEU|E4675|AIQ|20140725092906|BEU-30|||//11/26/2014 12:46:49 AM
CAD_U|CABEU|E4675|AIQ|20140725092906|BEU-30|||//11/26/2014 12:46:49 AM
CAD_U|CABEU|E4676|AIQ|20140926082335|BEU-30|||//11/26/2014 12:46:50 AM
CAD_U|CABEU|E4676|AIQ|20140926082335|BEU-30|||//11/26/2014 12:46:50 AM
CAD_U|CABEU|E4676|AIQ|20140926082335|BEU-30|||//11/26/2014 12:46:50 AM
CAD_U|CABEU|E4677|AIQ|20140921025307|BEU-30|||//11/26/2014 12:46:51 AM
CAD_U|CABEU|E4677|AIQ|20140921025307|BEU-30|||//11/26/2014 12:46:51 AM
CAD_U|CABEU|E4677|AIQ|20140921025307|BEU-30|||//11/26/2014 12:46:52 AM
CAD_U|CABEU|E4684|AIQ|20141014101913|BEU-35|||//11/26/2014 12:46:53 AM
CAD_U|CABEU|E4684|AIQ|20141014101913|BEU-35|||//11/26/2014 12:46:53 AM
CAD_U|CABEU|E4686|AIQ|20140617174003|BEU-30|||//11/26/2014 12:46:54 AM
CAD_U|CABEU|E4686|AIQ|20140617174003|BEU-30|||//11/26/2014 12:46:54 AM
CAD_U|CABEU|E4686|AIQ|20140617174003|BEU-30|||//11/26/2014 12:46:54 AM
CAD_U|CABEU|E4691|AIQ|20140513064108|BEU-30|||//11/26/2014 12:46:55 AM
CAD_U|CABEU|E4691|AIQ|20140513064108|BEU-30|||//11/26/2014 12:46:55 AM
CAD_U|CABEU|E4691|AIQ|20140513064108|BEU-30|||//11/26/2014 12:46:55 AM
CAD_U|CABEU|E4693|AIQ|20141112090850|BEU-30|||//11/26/2014 12:46:56 AM
CAD_U|CABEU|E4693|AIQ|20141112090850|BEU-30|||//11/26/2014 12:46:56 AM
CAD_U|CABEU|E4693|AIQ|20141112090850|BEU-30|||//11/26/2014 12:46:56 AM
CAD_U|CABEU|GAB1|AIQ|20141123072058|BEU-30|||//11/26/2014 12:46:57 AM
CAD_U|CABEU|GAB1|AIQ|20141123072058|BEU-30|||//11/26/2014 12:46:57 AM
CAD_U|CABEU|GAB1|AIQ|20141123072058|BEU-30|||//11/26/2014 12:46:57 AM
CAD_U|CABEU|GAB2|AIQ|20141124072806|BEU-30|||//11/26/2014 12:46:58 AM
CAD_U|CABEU|GAB2|AIQ|20141124072806|BEU-30|||//11/26/2014 12:46:58 AM
CAD_U|CABEU|GAB2|AIQ|20141124072806|BEU-30|||//11/26/2014 12:46:58 AM
CAD_U|CABEU|GAB3|AIQ|20141124072935|BEU-30|||//11/26/2014 12:46:59 AM
CAD_U|CABEU|GAB3|AIQ|20141124072935|BEU-30|||//11/26/2014 12:46:59 AM
CAD_U|CABEU|GAB3|AIQ|20141124072935|BEU-30|||//11/26/2014 12:46:59 AM
CAD_U|CABEU|GAB4|AIQ|20141124073225|BEU-30|||//11/26/2014 12:47:01 AM
CAD_U|CABEU|GAB4|AIQ|20141124073225|BEU-30|||//11/26/2014 12:47:01 AM
CAD_U|CABEU|GAB4|AIQ|20141124073225|BEU-30|||//11/26/2014 12:47:01 AM
CAD_U|CABEU|GAB5|AIQ|20141124073356|BEU-30|||//11/26/2014 12:47:02 AM
CAD_U|CABEU|GAB5|AIQ|20141124073356|BEU-30|||//11/26/2014 12:47:02 AM
CAD_U|CABEU|GAB5|AIQ|20141124073356|BEU-30|||//11/26/2014 12:47:02 AM
CAD_U|CABEU|GAB6|AIQ|20141118071000|BEU-30|||//11/26/2014 12:47:03 AM
CAD_U|CABEU|GAB6|AIQ|20141118071000|BEU-30|||//11/26/2014 12:47:03 AM
CAD_U|CABEU|GAB6|AIQ|20141118071000|BEU-30|||//11/26/2014 12:47:03 AM
CAD_U|CABEU|HLT406|AIQ|20141109092459|BEU-30|||//11/26/2014 12:47:04 AM
CAD_U|CABEU|HLT406|AIQ|20141109092459|BEU-30|||//11/26/2014 12:47:04 AM
CAD_U|CABEU|HLT406|AIQ|20141109092459|BEU-30|||//11/26/2014 12:47:04 AM
CAD_U|CACDF|T80|AIQ|20141010183925|HAAB|||//11/26/2014 12:47:05 AM
CAD_U|CACDF|T80|AIQ|20141010183925|HAAB|||//11/26/2014 12:47:05 AM
CAD_U|CACDF|T80|AIQ|20141010183925|HAAB|||//11/26/2014 12:47:05 AM
CAD_U|CACDF|T93|AIQ|20141119120625|HAAB|||//11/26/2014 12:47:06 AM
CAD_U|CACDF|T93|AIQ|20141119120625|HAAB|||//11/26/2014 12:47:06 AM
CAD_U|CACDF|T93|AIQ|20141119120625|HAAB|||//11/26/2014 12:47:06 AM
CAD_U|CAFKU|D4341|AIQ|20141009161153|FKU-1A|||//11/26/2014 12:47:07 AM
CAD_U|CAFKU|D4341|AIQ|20141009161153|FKU-1A|||//11/26/2014 12:47:07 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//11/26/2014 12:47:09 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//11/26/2014 12:47:09 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//11/26/2014 12:47:09 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//11/26/2014 12:47:10 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//11/26/2014 12:47:10 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//11/26/2014 12:47:10 AM
CAD_U|CAFKU|E4354|AIQ|20140928181751|FKU-1A|||//11/26/2014 12:47:11 AM
CAD_U|CAFKU|E4354|AIQ|20140928181751|FKU-1A|||//11/26/2014 12:47:11 AM
CAD_U|CAFKU|E4361|AIQ|20140924080812|FKU-1A|||//11/26/2014 12:47:12 AM
CAD_U|CAFKU|E4361|AIQ|20140924080812|FKU-1A|||//11/26/2014 12:47:12 AM
CAD_U|CAFKU|E4361|AIQ|20140924080812|FKU-1A|||//11/26/2014 12:47:12 AM
CAD_U|CAFKU|E4362|AIQ|20140321125125|FKU-2|||//11/26/2014 12:47:13 AM
CAD_U|CAFKU|E4362|AIQ|20140321125125|FKU-2|||//11/26/2014 12:47:13 AM
CAD_U|CAFKU|E4362|AIQ|20140321125125|FKU-2|||//11/26/2014 12:47:13 AM
CAD_U|CAFKU|E4363|AIQ|20140917165919|FKU-2|||//11/26/2014 12:47:14 AM
CAD_U|CAFKU|E4363|AIQ|20140917165919|FKU-2|||//11/26/2014 12:47:14 AM
CAD_U|CAFKU|E4363|AIQ|20140917165919|FKU-2|||//11/26/2014 12:47:14 AM
CAD_U|CAFKU|E4371|AIQ|20140917173311|FKU-2|||//11/26/2014 12:47:15 AM
CAD_U|CAFKU|E4371|AIQ|20140917173311|FKU-2|||//11/26/2014 12:47:15 AM
CAD_U|CAFKU|E4371|AIQ|20140917173311|FKU-2|||//11/26/2014 12:47:15 AM
CAD_U|CAFKU|E4373|AIQ|20140407064153|FKU-2|||//11/26/2014 12:47:17 AM
CAD_U|CAFKU|E4373|AIQ|20140407064153|FKU-2|||//11/26/2014 12:47:17 AM
CAD_U|CAFKU|E4373|AIQ|20140407064153|FKU-2|||//11/26/2014 12:47:17 AM
CAD_U|CAFKU|MIR1|AIQ|20141124072620|FKU-2|||//11/26/2014 12:47:18 AM
CAD_U|CAFKU|MIR1|AIQ|20141124072620|FKU-2|||//11/26/2014 12:47:18 AM
CAD_U|CAFKU|MIR1|AIQ|20141124072620|FKU-2|||//11/26/2014 12:47:18 AM
CAD_U|CAFKU|MIR2|AIQ|20141124072621|FKU-2|||//11/26/2014 12:47:19 AM
CAD_U|CAFKU|MIR2|AIQ|20141124072621|FKU-2|||//11/26/2014 12:47:19 AM
CAD_U|CAFKU|MIR2|AIQ|20141124072621|FKU-2|||//11/26/2014 12:47:19 AM
CAD_U|CAFKU|MIR3|AIQ|20141119064245|FKU-1A|||//11/26/2014 12:47:20 AM
CAD_U|CAFKU|MIR3|AIQ|20141119064245|FKU-1A|||//11/26/2014 12:47:20 AM
CAD_U|CAFKU|MIR3|AIQ|20141119064245|FKU-1A|||//11/26/2014 12:47:20 AM
CAD_U|CAFKU|MIR4|AIQ|20141124072623|FKU-2|||//11/26/2014 12:47:21 AM
