CAD_E|CASLU11011545//12/23/2011 12:01:10 AM
CAD_U|CASLC|E62|AIQ|20111223000110|A-24C|||//12/23/2011 12:01:10 AM
CAD_U|CASLC|E30|ONS|20111222234243|R-17A|11011546|MED|CASLU2011010075//12/23/2011 12:02:47 AM
CAD_U|CACMB|E5791|ONS|20111222234802|G-16B|11011547|MED|CASLU2011010076//12/23/2011 12:08:05 AM
CAD_E|CACMB11011547//12/23/2011 12:11:14 AM
CAD_U|CACMB|E5791|AIQ|20111223001114|G-16B|||//12/23/2011 12:11:14 AM
CAD_E|CATEM11011546//12/23/2011 12:13:18 AM
CAD_U|CASLC|E30|AIQ|20111223001318|R-17A|||//12/23/2011 12:13:18 AM
CAD_U|CACDF|C406|AIQ|20111110113025|BVHB|||//12/23/2011 12:18:10 AM
CAD_U|CACDF|C406|AIQ|20111110113025|BVHB|||//12/23/2011 12:18:10 AM
CAD_U|CACDF|C406|AIQ|20111110113025|BVHB|||//12/23/2011 12:18:10 AM
CAD_U|CABEU|D4641|AIQ|20111220080401|BEU-30|||//12/23/2011 12:18:12 AM
CAD_U|CABEU|D4641|AIQ|20111220080401|BEU-30|||//12/23/2011 12:18:12 AM
CAD_U|CABEU|D4641|AIQ|20111220080401|BEU-30|||//12/23/2011 12:18:12 AM
CAD_U|CABEU|D4643|AIQ|20111216075733|BEU-30|||//12/23/2011 12:18:13 AM
CAD_U|CABEU|D4643|AIQ|20111216075733|BEU-30|||//12/23/2011 12:18:13 AM
CAD_U|CABEU|D4643|AIQ|20111216075733|BEU-30|||//12/23/2011 12:18:13 AM
CAD_U|CABEU|D4645|AIQ|20111201070556|BEU-30|||//12/23/2011 12:18:14 AM
CAD_U|CABEU|D4645|AIQ|20111201070556|BEU-30|||//12/23/2011 12:18:14 AM
CAD_U|CABEU|D4645|AIQ|20111201070556|BEU-30|||//12/23/2011 12:18:14 AM
CAD_U|CABEU|E4660|AIQ|20111219075044|BEU-30|||//12/23/2011 12:18:15 AM
CAD_U|CABEU|E4660|AIQ|20111219075044|BEU-30|||//12/23/2011 12:18:15 AM
CAD_U|CABEU|E4660|AIQ|20111219075044|BEU-30|||//12/23/2011 12:18:15 AM
CAD_U|CABEU|E4661|AIQ|20111020102317|BEU-30|||//12/23/2011 12:18:16 AM
CAD_U|CABEU|E4661|AIQ|20111020102317|BEU-30|||//12/23/2011 12:18:16 AM
CAD_U|CABEU|E4661|AIQ|20111020102317|BEU-30|||//12/23/2011 12:18:16 AM
CAD_U|CABEU|E4691|AIQ|20111222131434|BEU-30|||//12/23/2011 12:18:18 AM
CAD_U|CABEU|E4691|AIQ|20111222131434|BEU-30|||//12/23/2011 12:18:18 AM
CAD_U|CABEU|E4691|AIQ|20111222131434|BEU-30|||//12/23/2011 12:18:18 AM
CAD_U|CABEU|E4694|AIQ|20111219103836|BEU-30|||//12/23/2011 12:18:19 AM
CAD_U|CABEU|E4694|AIQ|20111219103836|BEU-30|||//12/23/2011 12:18:19 AM
CAD_U|CABEU|E4694|AIQ|20111219103836|BEU-30|||//12/23/2011 12:18:19 AM
CAD_U|CABEU|GAB1|AIQ|20111219075227|BEU-30|||//12/23/2011 12:18:20 AM
CAD_U|CABEU|GAB1|AIQ|20111219075227|BEU-30|||//12/23/2011 12:18:20 AM
CAD_U|CABEU|GAB1|AIQ|20111219075227|BEU-30|||//12/23/2011 12:18:20 AM
CAD_U|CABEU|GAB2|AIQ|20111219075237|BEU-30|||//12/23/2011 12:18:21 AM
CAD_U|CABEU|GAB2|AIQ|20111219075237|BEU-30|||//12/23/2011 12:18:21 AM
CAD_U|CABEU|GAB2|AIQ|20111219075237|BEU-30|||//12/23/2011 12:18:21 AM
CAD_U|CABEU|GAB3|AIQ|20111219075238|BEU-30|||//12/23/2011 12:18:22 AM
CAD_U|CABEU|GAB3|AIQ|20111219075238|BEU-30|||//12/23/2011 12:18:22 AM
CAD_U|CABEU|GAB3|AIQ|20111219075238|BEU-30|||//12/23/2011 12:18:22 AM
CAD_U|CABEU|GAB5|AIQ|20111221075755|BEU-30|||//12/23/2011 12:18:23 AM
CAD_U|CABEU|GAB5|AIQ|20111221075755|BEU-30|||//12/23/2011 12:18:23 AM
CAD_U|CABEU|GAB5|AIQ|20111221075755|BEU-30|||//12/23/2011 12:18:23 AM
CAD_U|CABEU|GAB6|AIQ|20111221080747|BEU-30|||//12/23/2011 12:18:24 AM
CAD_U|CABEU|GAB6|AIQ|20111221080747|BEU-30|||//12/23/2011 12:18:24 AM
CAD_U|CABEU|GAB6|AIQ|20111221080747|BEU-30|||//12/23/2011 12:18:24 AM
CAD_U|CAFKU|E4352|AIQ|20110916110916|FKU-2|||//12/23/2011 12:18:25 AM
CAD_U|CAFKU|E4352|AIQ|20110916110916|FKU-2|||//12/23/2011 12:18:25 AM
CAD_U|CAFKU|E4352|AIQ|20110916110916|FKU-2|||//12/23/2011 12:18:25 AM
CAD_U|CAFKU|E4353|AIQ|20111101075523|FKU-2|||//12/23/2011 12:18:26 AM
CAD_U|CAFKU|E4353|AIQ|20111101075523|FKU-2|||//12/23/2011 12:18:26 AM
CAD_U|CAFKU|E4353|AIQ|20111101075523|FKU-2|||//12/23/2011 12:18:26 AM
CAD_U|CAFKU|E4361|AIQ|20111217103538|FKU-1A|||//12/23/2011 12:18:28 AM
CAD_U|CAFKU|E4361|AIQ|20111217103538|FKU-1A|||//12/23/2011 12:18:28 AM
CAD_U|CAFKU|E4361|AIQ|20111217103538|FKU-1A|||//12/23/2011 12:18:28 AM
CAD_U|CAFKU|E4368|AIQ|20111130110713|FKU-2|||//12/23/2011 12:18:29 AM
CAD_U|CAFKU|E4368|AIQ|20111130110713|FKU-2|||//12/23/2011 12:18:29 AM
CAD_U|CAFKU|E4368|AIQ|20111130110713|FKU-2|||//12/23/2011 12:18:29 AM
CAD_U|CAFKU|MIR1|AIQ|20111219081556|FKU-2|||//12/23/2011 12:18:30 AM
CAD_U|CAFKU|MIR1|AIQ|20111219081556|FKU-2|||//12/23/2011 12:18:30 AM
CAD_U|CAFKU|MIR1|AIQ|20111219081556|FKU-2|||//12/23/2011 12:18:30 AM
CAD_U|CAFKU|MIR2|AIQ|20111219081605|FKU-2|||//12/23/2011 12:18:31 AM
CAD_U|CAFKU|MIR2|AIQ|20111219081605|FKU-2|||//12/23/2011 12:18:31 AM
CAD_U|CAFKU|MIR2|AIQ|20111219081605|FKU-2|||//12/23/2011 12:18:31 AM
CAD_U|CAFKU|MIR3|AIQ|20111218082323|FKU-1A|||//12/23/2011 12:18:32 AM
CAD_U|CAFKU|MIR3|AIQ|20111218082323|FKU-1A|||//12/23/2011 12:18:32 AM
CAD_U|CAFKU|MIR3|AIQ|20111218082323|FKU-1A|||//12/23/2011 12:18:32 AM
CAD_U|CAFKU|MIR4|AIQ|20111219081606|FKU-2|||//12/23/2011 12:18:33 AM
CAD_U|CAFKU|MIR4|AIQ|20111219081606|FKU-2|||//12/23/2011 12:18:33 AM
CAD_U|CAFKU|MIR4|AIQ|20111219081606|FKU-2|||//12/23/2011 12:18:33 AM
CAD_U|CACDF|C406|AIQ|20110711170935|BVHB|||//12/23/2011 12:29:06 AM
CAD_U|CACDF|C406|AIQ|20110711170935|BVHB|||//12/23/2011 12:29:06 AM
CAD_U|CACDF|C406|AIQ|20110711170935|BVHB|||//12/23/2011 12:29:06 AM
CAD_U|CABEU|D4641|AIQ|20110628164008|BEU-30|||//12/23/2011 12:29:07 AM
