CAD_E|CASLC15012986|CASLU2015009003|POMEROY RD  NIP|20150828194136|FOD|FIRE, DEBRIS|-120.521548|35.039397|945 POMEROY RD |NIP|899 BLK VIA SECO|900 BLK CALLE FRESA|755_G_2||||P3423|Command:LOCAL;Pri Tactical:VFIRE23;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//8/29/2015 12:00:07 AM
CAD_U|CASLC|ME20|AIQ|20150829000007|E-19B|||//8/29/2015 12:00:07 AM
CAD_E|CASLC15012986|CASLU2015009003|POMEROY RD  NIP|20150828194136|FOD|FIRE, DEBRIS|-120.521548|35.039397|945 POMEROY RD |NIP|899 BLK VIA SECO|900 BLK CALLE FRESA|755_G_2|||||Command:LOCAL;Pri Tactical:VFIRE23;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//8/29/2015 12:00:18 AM
CAD_E|CASLC15012986|CASLU2015009003|POMEROY RD  NIP|20150828194136|FOD|FIRE, DEBRIS|-120.521548|35.039397|945 POMEROY RD |NIP|899 BLK VIA SECO|900 BLK CALLE FRESA|755_G_2|||||Command:LOCAL;Pri Tactical:VFIRE23;Alt Tactical: ;Air-to-Ground:CDF A/G 1;//8/29/2015 12:00:18 AM
CAD_U|CASLU|P3423|AIQ|20150829000017|A-36F|||//8/29/2015 12:00:18 AM
CAD_E|CASLC15012992//8/29/2015 12:06:32 AM
CAD_E|CASLC15012986//8/29/2015 12:06:35 AM
CAD_E|CABEU15012956//8/29/2015 12:06:43 AM
CAD_E|CASLC15012992//8/29/2015 12:06:47 AM
CAD_E|CASLC15012986//8/29/2015 12:06:50 AM
CAD_E|CABEU15012956//8/29/2015 12:06:59 AM
CAD_U|CASLU|T3439|ONS|20150828235008|B-15B|15012902|OAM|CASLU2015008947//8/29/2015 12:10:07 AM
CAD_U|CACDF|AA460|AIQ|20150819181618|HAAB|||//8/29/2015 12:46:09 AM
CAD_U|CACDF|AA460|AIQ|20150819181618|HAAB|||//8/29/2015 12:46:09 AM
CAD_U|CACDF|AA460|AIQ|20150819181618|HAAB|||//8/29/2015 12:46:09 AM
CAD_U|CACDF|C406|AIQ|20150828152946|BVHB|||//8/29/2015 12:46:10 AM
CAD_U|CACDF|C406|AIQ|20150828152946|BVHB|||//8/29/2015 12:46:10 AM
CAD_U|CACDF|C406|AIQ|20150828152946|BVHB|||//8/29/2015 12:46:10 AM
CAD_U|CABEU|D4641|AIQ|20150825121910|BEU-30|||//8/29/2015 12:46:11 AM
CAD_U|CABEU|D4641|AIQ|20150825121910|BEU-30|||//8/29/2015 12:46:11 AM
CAD_U|CABEU|D4641|AIQ|20150825121910|BEU-30|||//8/29/2015 12:46:11 AM
CAD_U|CABEU|D4643|AIQ|20150715091649|BEU-30|||//8/29/2015 12:46:11 AM
CAD_U|CABEU|D4643|AIQ|20150715091649|BEU-30|||//8/29/2015 12:46:11 AM
CAD_U|CABEU|D4643|AIQ|20150715091649|BEU-30|||//8/29/2015 12:46:11 AM
CAD_U|CABEU|D4645|AIQ|20150715155347|BEU-30|||//8/29/2015 12:46:11 AM
CAD_U|CABEU|D4645|AIQ|20150715155347|BEU-30|||//8/29/2015 12:46:11 AM
CAD_U|CABEU|D4645|AIQ|20150715155347|BEU-30|||//8/29/2015 12:46:11 AM
CAD_U|CACDF|C403|AV|20150828060821|FAAB|||//8/29/2015 12:46:13 AM
CAD_U|CACDF|C403|AV|20150828060821|FAAB|||//8/29/2015 12:46:13 AM
CAD_U|CAFKU|D4340|AIQ|20150827021443|FKU-1A|||//8/29/2015 12:46:13 AM
CAD_U|CAFKU|D4340|AIQ|20150827021443|FKU-1A|||//8/29/2015 12:46:13 AM
CAD_U|CAFKU|D4340|AIQ|20150827021443|FKU-1A|||//8/29/2015 12:46:13 AM
CAD_U|CAFKU|D4341|AIQ|20150615181422|FKU-1A|||//8/29/2015 12:46:13 AM
CAD_U|CAFKU|D4341|AIQ|20150615181422|FKU-1A|||//8/29/2015 12:46:13 AM
CAD_U|CASLU|DASH|AOR|20150824083605|A-36C|||//8/29/2015 12:46:13 AM
CAD_U|CASLU|DASH|AOR|20150824083605|A-36C|||//8/29/2015 12:46:13 AM
CAD_U|CASLU|DASH|AOR|20150824083605|A-36C|||//8/29/2015 12:46:13 AM
CAD_U|CABEU|E4661|AIQ|20150821230422|BEU-30|||//8/29/2015 12:46:13 AM
CAD_U|CABEU|E4661|AIQ|20150821230422|BEU-30|||//8/29/2015 12:46:13 AM
CAD_U|CABEU|E4661|AIQ|20150821230422|BEU-30|||//8/29/2015 12:46:13 AM
CAD_U|CAFKU|E4352|AIQ|20150630194556|FKU-2|||//8/29/2015 12:46:13 AM
CAD_U|CAFKU|E4352|AIQ|20150630194556|FKU-2|||//8/29/2015 12:46:13 AM
CAD_U|CAFKU|E4352|AIQ|20150630194556|FKU-2|||//8/29/2015 12:46:13 AM
CAD_U|CAFKU|E4353|AIQ|20150817193057|FKU-2|||//8/29/2015 12:46:14 AM
CAD_U|CAFKU|E4353|AIQ|20150817193057|FKU-2|||//8/29/2015 12:46:14 AM
CAD_U|CAFKU|E4353|AIQ|20150817193057|FKU-2|||//8/29/2015 12:46:14 AM
CAD_U|CABEU|E4663|AIQ|20150827074841|BEU-30|||//8/29/2015 12:46:15 AM
CAD_U|CABEU|E4663|AIQ|20150827074841|BEU-30|||//8/29/2015 12:46:15 AM
CAD_U|CABEU|E4663|AIQ|20150827074841|BEU-30|||//8/29/2015 12:46:15 AM
CAD_U|CABEU|E4664|AIQ|20150819194613|BEU31A|||//8/29/2015 12:46:15 AM
CAD_U|CABEU|E4664|AIQ|20150819194613|BEU31A|||//8/29/2015 12:46:15 AM
CAD_U|CABEU|E4664|AIQ|20150819194613|BEU31A|||//8/29/2015 12:46:16 AM
CAD_U|CABEU|E4665|AIQ|20150413073427|BEU-30|||//8/29/2015 12:46:16 AM
CAD_U|CABEU|E4665|AIQ|20150413073427|BEU-30|||//8/29/2015 12:46:16 AM
CAD_U|CABEU|E4665|AIQ|20150413073427|BEU-30|||//8/29/2015 12:46:16 AM
CAD_U|CABEU|E4666|AIQ|20150821230422|BEU-30|||//8/29/2015 12:46:16 AM
CAD_U|CABEU|E4666|AIQ|20150821230422|BEU-30|||//8/29/2015 12:46:16 AM
CAD_U|CABEU|E4666|AIQ|20150821230422|BEU-30|||//8/29/2015 12:46:16 AM
CAD_U|CABEU|E4669|AIQ|20150827074648|BEU-30|||//8/29/2015 12:46:16 AM
CAD_U|CABEU|E4669|AIQ|20150827074648|BEU-30|||//8/29/2015 12:46:16 AM
CAD_U|CAFKU|E4354|AIQ|20150714100136|FKU-1A|||//8/29/2015 12:46:16 AM
CAD_U|CAFKU|E4354|AIQ|20150714100136|FKU-1A|||//8/29/2015 12:46:16 AM
CAD_U|CAFKU|E4354|AIQ|20150714100136|FKU-1A|||//8/29/2015 12:46:16 AM
CAD_U|CABEU|E4673|AIQ|20150821230422|BEU-30|||//8/29/2015 12:46:16 AM
CAD_U|CABEU|E4673|AIQ|20150821230422|BEU-30|||//8/29/2015 12:46:16 AM
CAD_U|CABEU|E4673|AIQ|20150821230422|BEU-30|||//8/29/2015 12:46:16 AM
CAD_U|CABEU|E4674|AIQ|20150824184930|BEU35A|||//8/29/2015 12:46:17 AM
CAD_U|CABEU|E4674|AIQ|20150824184930|BEU35A|||//8/29/2015 12:46:17 AM
CAD_U|CABEU|E4675|AIQ|20150811073400|BEU-30|||//8/29/2015 12:46:17 AM
CAD_U|CABEU|E4675|AIQ|20150811073400|BEU-30|||//8/29/2015 12:46:17 AM
CAD_U|CABEU|E4675|AIQ|20150811073400|BEU-30|||//8/29/2015 12:46:17 AM
CAD_U|CABEU|E4676|AIQ|20150824184930|BEU-30|||//8/29/2015 12:46:17 AM
CAD_U|CABEU|E4676|AIQ|20150824184930|BEU-30|||//8/29/2015 12:46:17 AM
CAD_U|CABEU|E4676|AIQ|20150824184930|BEU-30|||//8/29/2015 12:46:17 AM
CAD_U|CAFKU|E4361|AIQ|20150725180827|FKU-1A|||//8/29/2015 12:46:17 AM
CAD_U|CAFKU|E4361|AIQ|20150725180827|FKU-1A|||//8/29/2015 12:46:17 AM
CAD_U|CAFKU|E4361|AIQ|20150725180827|FKU-1A|||//8/29/2015 12:46:17 AM
CAD_U|CAFKU|E4362|AIQ|20150826131128|FKU-2|||//8/29/2015 12:46:17 AM
CAD_U|CAFKU|E4362|AIQ|20150826131128|FKU-2|||//8/29/2015 12:46:17 AM
CAD_U|CAFKU|E4362|AIQ|20150826131128|FKU-2|||//8/29/2015 12:46:17 AM
CAD_U|CABEU|E4677|AIQ|20150520184739|BEU-30|||//8/29/2015 12:46:17 AM
CAD_U|CABEU|E4677|AIQ|20150520184739|BEU-30|||//8/29/2015 12:46:17 AM
CAD_U|CABEU|E4677|AIQ|20150520184739|BEU-30|||//8/29/2015 12:46:17 AM
CAD_U|CABEU|E4681|AIQ|20150518142302|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4681|AIQ|20150518142302|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4681|AIQ|20150518142302|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4684|AIQ|20150824184930|BEU-19|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4684|AIQ|20150824184930|BEU-19|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4685|AIQ|20150703145425|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4685|AIQ|20150703145425|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4685|AIQ|20150703145425|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4686|AIQ|20150604221436|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4686|AIQ|20150604221436|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4686|AIQ|20150604221436|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4691|AIQ|20150413075506|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4691|AIQ|20150413075506|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4691|AIQ|20150413075506|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4693|AIQ|20150715133321|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4693|AIQ|20150715133321|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4693|AIQ|20150715133321|BEU-30|||//8/29/2015 12:46:18 AM
CAD_U|CABEU|E4694|AIQ|20150828152844|BEU-19|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|E4694|AIQ|20150828152844|BEU-19|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|E4699|AIQ|20150812181917|BEU-30|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|E4699|AIQ|20150812181917|BEU-30|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|E4699|AIQ|20150812181917|BEU-30|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|GAB1|AIQ|20150725234923|BEU-30|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|GAB1|AIQ|20150725234923|BEU-30|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|GAB1|AIQ|20150725234923|BEU-30|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|GAB2|AIQ|20150730084857|BEU-30|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|GAB2|AIQ|20150730084857|BEU-30|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|GAB2|AIQ|20150730084857|BEU-30|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|GAB3|AIQ|20150817074906|BEU-30|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|GAB3|AIQ|20150817074906|BEU-30|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|GAB3|AIQ|20150817074906|BEU-30|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|GAB4|AIQ|20150719094439|BEU-30|||//8/29/2015 12:46:19 AM
CAD_U|CABEU|GAB4|AIQ|20150719094439|BEU-30|||//8/29/2015 12:46:20 AM
CAD_U|CABEU|GAB4|AIQ|20150719094439|BEU-30|||//8/29/2015 12:46:20 AM
CAD_U|CABEU|GAB5|AIQ|20150717182959|BEU-30|||//8/29/2015 12:46:20 AM
CAD_U|CABEU|GAB5|AIQ|20150717182959|BEU-30|||//8/29/2015 12:46:20 AM
CAD_U|CABEU|GAB5|AIQ|20150717182959|BEU-30|||//8/29/2015 12:46:20 AM
CAD_U|CABEU|GAB6|AIQ|20150805153148|BEU-30|||//8/29/2015 12:46:20 AM
CAD_U|CABEU|GAB6|AIQ|20150805153148|BEU-30|||//8/29/2015 12:46:20 AM
CAD_U|CABEU|GAB6|AIQ|20150805153148|BEU-30|||//8/29/2015 12:46:20 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//8/29/2015 12:46:20 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//8/29/2015 12:46:20 AM
CAD_U|CABEU|HLT406|AIQ|20150810065545|BEU-30|||//8/29/2015 12:46:20 AM
CAD_U|CACDF|T80|AIQ|20150816213750|HAAB|||//8/29/2015 12:46:20 AM
CAD_U|CACDF|T80|AIQ|20150816213750|HAAB|||//8/29/2015 12:46:20 AM
CAD_U|CACDF|T80|AIQ|20150816213750|HAAB|||//8/29/2015 12:46:20 AM
CAD_U|CAFKU|E4363|AIQ|20150826072835|FKU-2|||//8/29/2015 12:46:20 AM
CAD_U|CAFKU|E4363|AIQ|20150826072835|FKU-2|||//8/29/2015 12:46:20 AM
