CAD_E|CASLU14016464|CASLU2014011666|FEENSTRA RD  SLO_CO|20141220234127|PAO|PA, PUBLIC ASSIST|-120.559325|35.565095|7595 FEENSTRA RD |SLO_CO|800 BLK CRIPPLE CREEK RD| DEAD-END|535||||E50|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//12/21/2014 12:13:22 AM
CAD_U|CASLC|E50|ONS|20141220235319|C-7A|14016464|PAO|CASLU2014011666//12/21/2014 12:13:22 AM
CAD_E|CASLU14016464|CASLU2014011666|FEENSTRA RD  SLO_CO|20141220234127|PAO|PA, PUBLIC ASSIST|-120.559325|35.565095|7595 FEENSTRA RD |SLO_CO|800 BLK CRIPPLE CREEK RD| DEAD-END|535||||E50|Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//12/21/2014 12:14:15 AM
CAD_U|CASLC|E50|RTQ|20141221001415|C-7A|14016464|PAO|CASLU2014011666//12/21/2014 12:14:15 AM
CAD_E|CASLU14016464|CASLU2014011666|FEENSTRA RD  SLO_CO|20141220234127|PAO|PA, PUBLIC ASSIST|-120.559325|35.565095|7595 FEENSTRA RD |SLO_CO|800 BLK CRIPPLE CREEK RD| DEAD-END|535|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//12/21/2014 12:22:17 AM
CAD_E|CASLU14016464|CASLU2014011666|FEENSTRA RD  SLO_CO|20141220234127|PAO|PA, PUBLIC ASSIST|-120.559325|35.565095|7595 FEENSTRA RD |SLO_CO|800 BLK CRIPPLE CREEK RD| DEAD-END|535|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//12/21/2014 12:22:17 AM
CAD_U|CASLC|E50|AIQ|20141221002217|C-7A|||//12/21/2014 12:22:17 AM
CAD_E|CASLU14016464|CASLU2014011666|FEENSTRA RD  SLO_CO|20141220234127|PAO|PA, PUBLIC ASSIST|-120.559325|35.565095|7595 FEENSTRA RD |SLO_CO|800 BLK CRIPPLE CREEK RD| DEAD-END|535|||||Command:LOCAL;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//12/21/2014 12:22:19 AM
CAD_E|CASLU14016464//12/21/2014 12:22:21 AM
CAD_E|CASBY14016463|CASLU2014011665|FRESNO ST  LOS_OSOS|20141220231453|PAO|PA, PUBLIC ASSIST|-120.856580|35.312372|2280 FRESNO ST |LOS_OSOS|180 BLK HOWARD AVE|180 BLK MONARCH LN|631_E_6|||||Command:BAY;Pri Tactical:CALCORD;Alt Tactical: ;Air-to-Ground:CDF A/G;//12/21/2014 12:22:24 AM
CAD_E|CASBY14016463//12/21/2014 12:22:25 AM
CAD_E|CASLU14016464//12/21/2014 12:22:36 AM
CAD_E|CASBY14016463//12/21/2014 12:22:40 AM
CAD_U|CACDF|C406|AIQ|20141218070530|BVHB|||//12/21/2014 12:41:06 AM
CAD_U|CACDF|C406|AIQ|20141218070530|BVHB|||//12/21/2014 12:41:06 AM
CAD_U|CACDF|C406|AIQ|20141218070530|BVHB|||//12/21/2014 12:41:06 AM
CAD_U|CABEU|D4641|AIQ|20140713152556|BEU-30|||//12/21/2014 12:41:06 AM
CAD_U|CABEU|D4641|AIQ|20140713152556|BEU-30|||//12/21/2014 12:41:06 AM
CAD_U|CABEU|D4641|AIQ|20140713152556|BEU-30|||//12/21/2014 12:41:06 AM
CAD_U|CABEU|D4643|AIQ|20140530074336|BEU-30|||//12/21/2014 12:41:06 AM
CAD_U|CABEU|D4643|AIQ|20140530074336|BEU-30|||//12/21/2014 12:41:06 AM
CAD_U|CABEU|D4643|AIQ|20140530074336|BEU-30|||//12/21/2014 12:41:06 AM
CAD_U|CABEU|E4663|AIQ|20140729113127|BEU-30|||//12/21/2014 12:41:06 AM
CAD_U|CABEU|E4663|AIQ|20140729113127|BEU-30|||//12/21/2014 12:41:06 AM
CAD_U|CABEU|E4663|AIQ|20140729113127|BEU-30|||//12/21/2014 12:41:06 AM
CAD_U|CABEU|E4666|AIQ|20141201102553|BEU-30|||//12/21/2014 12:41:07 AM
CAD_U|CABEU|E4666|AIQ|20141201102553|BEU-30|||//12/21/2014 12:41:07 AM
CAD_U|CABEU|E4666|AIQ|20141201102553|BEU-30|||//12/21/2014 12:41:07 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//12/21/2014 12:41:07 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//12/21/2014 12:41:07 AM
CAD_U|CABEU|E4673|AIQ|20141011214131|BEU-30|||//12/21/2014 12:41:07 AM
CAD_U|CAFKU|D4340|AIQ|20141210074806|FKU-1A|||//12/21/2014 12:41:07 AM
CAD_U|CAFKU|D4340|AIQ|20141210074806|FKU-1A|||//12/21/2014 12:41:07 AM
CAD_U|CAFKU|D4340|AIQ|20141210074806|FKU-1A|||//12/21/2014 12:41:07 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//12/21/2014 12:41:07 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//12/21/2014 12:41:07 AM
CAD_U|CAFKU|E4352|AIQ|20140917162508|FKU-2|||//12/21/2014 12:41:07 AM
CAD_U|CABEU|E4677|AIQ|20140921025307|BEU-30|||//12/21/2014 12:41:07 AM
CAD_U|CABEU|E4677|AIQ|20140921025307|BEU-30|||//12/21/2014 12:41:07 AM
CAD_U|CABEU|E4677|AIQ|20140921025307|BEU-30|||//12/21/2014 12:41:07 AM
CAD_U|CABEU|E4684|AIQ|20141014101913|BEU-35|||//12/21/2014 12:41:07 AM
CAD_U|CABEU|E4684|AIQ|20141014101913|BEU-35|||//12/21/2014 12:41:07 AM
CAD_U|CABEU|GAB4|AIQ|20141219071255|BEU-30|||//12/21/2014 12:41:08 AM
CAD_U|CABEU|GAB4|AIQ|20141219071255|BEU-30|||//12/21/2014 12:41:08 AM
CAD_U|CABEU|GAB4|AIQ|20141219071255|BEU-30|||//12/21/2014 12:41:08 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//12/21/2014 12:41:08 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//12/21/2014 12:41:08 AM
CAD_U|CAFKU|E4353|AIQ|20140917193953|FKU-2|||//12/21/2014 12:41:08 AM
CAD_U|CAFKU|E4363|AIQ|20140917165919|FKU-2|||//12/21/2014 12:41:08 AM
CAD_U|CAFKU|E4363|AIQ|20140917165919|FKU-2|||//12/21/2014 12:41:08 AM
CAD_U|CAFKU|E4363|AIQ|20140917165919|FKU-2|||//12/21/2014 12:41:08 AM
CAD_U|CAFKU|E4371|AIQ|20140917173311|FKU-2|||//12/21/2014 12:41:08 AM
CAD_U|CAFKU|E4371|AIQ|20140917173311|FKU-2|||//12/21/2014 12:41:08 AM
CAD_U|CAFKU|E4371|AIQ|20140917173311|FKU-2|||//12/21/2014 12:41:08 AM
CAD_U|CAFKU|E4382|AIQ|20141220101132|FKU-2|||//12/21/2014 12:41:08 AM
CAD_U|CAFKU|E4382|AIQ|20141220101132|FKU-2|||//12/21/2014 12:41:08 AM
CAD_U|CAFKU|E4382|AIQ|20141220101132|FKU-2|||//12/21/2014 12:41:09 AM
CAD_U|CAFKU|MIR1|AIQ|20141214072513|FKU-2|||//12/21/2014 12:41:09 AM
CAD_U|CAFKU|MIR1|AIQ|20141214072513|FKU-2|||//12/21/2014 12:41:09 AM
CAD_U|CAFKU|MIR1|AIQ|20141214072513|FKU-2|||//12/21/2014 12:41:09 AM
CAD_E|CATEM14016455//12/21/2014 12:42:16 AM
CAD_E|CATEM14016455//12/21/2014 12:42:31 AM
CAD_U|CASLC|AIRPMGR|AIQ|20141204102150|A-22B|||//12/21/2014 1:00:03 AM
CAD_U|CASLU|AMB-X1|AIQ|20141215202441|A-36H|||//12/21/2014 1:00:04 AM
CAD_U|CASLU|AMB-X2|AIQ|20141204101156|A-22B|||//12/21/2014 1:00:05 AM
CAD_U|CASBY|B15|AIQ|20141111010332|B-15A|||//12/21/2014 1:00:06 AM
